what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1425002194925
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1425002194935
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1425002194935
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1425002195725
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1425002195745
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425002196707
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1425002224860
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425002230040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1425002231790
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1425002235070
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1425002238810
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425002250190
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1425002251320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002299421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002300481
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1425002304901
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1425002307953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425002310693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002315736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002317026
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1425002321086
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1425002324228
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1425002330351
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425002339301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002347321
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002348541
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1425002352661
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1425002356043
activated,view,com.altera.sbtgui.launch,11.0.0.157,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1425002362136
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002416156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002545876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425002549196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003567887
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1425003571027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003574927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003578627
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425003586917
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425003588037
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425003589257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003642548
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003790860
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1425003792741
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1425003796589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1425003800231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003805191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003806251
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003807841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1425003814881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1425003817641
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1425003820911
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1425004406018
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1425004406018
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1425004406028
